"city","time","temp"
"Nashville",81,60.37
"Nashville",84,58.8
"Nashville",87,58.48
"Nashville",90,58.63
"Nashville",93,57.74
"Nashville",96,63.1
"Nashville",99,68.1
"Nashville",102,71.61
"Nashville",105,68.52
"Nashville",108,67.62
"Nashville",111,67.8
"Nashville",114,65.6
"Nashville",117,58.8
"Baltimore",0,36.63
"Baltimore",3,41.79
"Baltimore",6,43.12
"Baltimore",9,34.59
"Baltimore",12,26.28
"Baltimore",15,23.37
"Baltimore",18,20.52
"Baltimore",21,19.33
"Baltimore",24,40.15
"Baltimore",27,44.82
"Baltimore",30,44.76
"Baltimore",33,38.89
"Baltimore",36,37.17
"Baltimore",39,37.86
"Baltimore",42,38.28
"Baltimore",45,36.81
"Baltimore",48,41.14
"Baltimore",51,44.54
"Baltimore",54,44.38
"Baltimore",57,36.79
"Baltimore",60,27.39
"Baltimore",63,22.59
"Baltimore",66,20.09
"Baltimore",69,20.78
"Baltimore",72,42.58
"Baltimore",75,51.85
"Baltimore",78,55.36
"Baltimore",81,46.04
"Baltimore",84,41.9
"Baltimore",87,40.65
"Baltimore",90,38.76
"Baltimore",93,33.99
"Baltimore",96,54.99
"Baltimore",99,65.6
"Baltimore",102,66.24
"Oklahoma City",0,64.83
"Oklahoma City",3,79.81
"Oklahoma City",6,83.55
"Oklahoma City",9,79.93
"Oklahoma City",12,67.77
"Oklahoma City",15,61.72
"Oklahoma City",18,55.47
"Oklahoma City",21,49.19
"Oklahoma City",24,58.86
"Oklahoma City",27,73.24
"Oklahoma City",30,79.61
"Oklahoma City",33,77.54
"Oklahoma City",36,69.01
"Oklahoma City",39,66.7
"Oklahoma City",42,64.67
"Oklahoma City",45,62.94
"Oklahoma City",48,65.25
"Oklahoma City",51,71.58
"Oklahoma City",54,77.13
"Oklahoma City",57,72.6
"Oklahoma City",60,69.94
"Oklahoma City",63,70.64
"Oklahoma City",66,69.12
"Oklahoma City",69,66.99
"Oklahoma City",72,68.93
"Oklahoma City",75,69.16
"Oklahoma City",78,62.92
"Oklahoma City",81,67.16
"Oklahoma City",84,66.86
"Oklahoma City",87,67.17
"Oklahoma City",90,61.69
"Oklahoma City",93,60.8
"Oklahoma City",96,63.73
"Oklahoma City",99,61.53
"Oklahoma City",102,66.26
"Oklahoma City",105,66.09
"Oklahoma City",108,58.21
"Oklahoma City",111,55.07
"Oklahoma City",114,51.16
"Oklahoma City",117,43.95
"Portland",0,43.56
"Portland",3,54.9
"Portland",6,60.62
"Portland",9,60.58
"Portland",12,53.23
"Portland",15,50.86
"Portland",18,49.32
"Portland",21,47.9
"Portland",24,47.58
"Portland",27,50.94
"Portland",30,54.84
"Portland",33,51.09
"Portland",36,49.77
"Portland",39,50.05
"Portland",42,45.71
"Portland",45,45.22
"Portland",48,45.28
"Portland",51,45.8
"Portland",54,48.3
"Portland",57,45.34
"Portland",60,44.99
"Portland",63,41.13
"Portland",66,40.02
"Portland",69,38.55
"Portland",72,38.98
"Portland",75,43.3
"Portland",78,44.88
"Portland",81,45.5
"Portland",84,43.97
"Portland",87,43.12
"Portland",90,42.85
"Portland",93,43.13
"Portland",96,43.47
"Portland",99,43.46
"Portland",102,43.2
"Las Vegas",0,40.84
"Las Vegas",3,63.91
"Las Vegas",6,71.35
"Las Vegas",9,70.66
"Las Vegas",12,55.78
"Las Vegas",15,48.88
"Las Vegas",18,47.41
"Las Vegas",21,44.13
"Las Vegas",24,45.19
"Las Vegas",27,62.2
"Las Vegas",30,69.19
"Las Vegas",33,69.24
"Las Vegas",36,64.51
"Las Vegas",39,61.74
"Las Vegas",42,59.16
"Las Vegas",45,57.06
"Las Vegas",48,53.73
"Las Vegas",51,59.63
"Las Vegas",54,60.75
"Las Vegas",57,58.15
"Las Vegas",60,53.65
"Las Vegas",63,50.17
"Las Vegas",66,44.01
"Las Vegas",69,38.14
"Las Vegas",72,39.23
"Las Vegas",75,50.44
"Las Vegas",78,50.72
"Las Vegas",81,46.96
"Las Vegas",84,43.14
"Las Vegas",87,40.98
"Las Vegas",90,40.49
"Las Vegas",93,39.2
"Las Vegas",96,39.7
"Las Vegas",99,49.33
"Las Vegas",102,53.84
"Las Vegas",105,54.3
"Las Vegas",108,42.82
"Las Vegas",111,35
"Las Vegas",114,32.39
"Las Vegas",117,30.45
"Louisville",0,45.3
"Louisville",3,49.37
"Louisville",6,51.6
"Louisville",9,45
"Louisville",12,40
"Louisville",15,34.39
"Louisville",18,33.12
"Louisville",21,37.1
"Louisville",24,45.64
"Louisville",27,55.48
"Louisville",30,57.72
"Louisville",33,49.6
"Louisville",36,41.85
"Louisville",39,34.71
"Louisville",42,29.42
"Louisville",45,25.6
"Louisville",48,38.17
"Louisville",51,47.74
"Louisville",54,52.44
"Louisville",57,45.16
"Louisville",60,38.15
"Louisville",63,33.7
"Louisville",66,34.89
"Louisville",69,38.64
"Louisville",72,48.97
"Louisville",75,59.68
"Louisville",78,67.29
"Louisville",81,62.06
"Louisville",84,57.92
"Louisville",87,57.43
"Louisville",90,57.48
"Louisville",93,58.02
"Louisville",96,63.72
"Louisville",99,65.42
"Louisville",102,67.41
"Milwaukee",0,30.94
"Milwaukee",3,33.48
"Milwaukee",6,34.7
"Milwaukee",9,35.28
"Milwaukee",12,35.08
"Milwaukee",15,34.72
"Milwaukee",18,36
"Milwaukee",21,37.27
"Milwaukee",24,37.62
"Milwaukee",27,38.12
"Milwaukee",30,37.92
"Milwaukee",33,36.77
"Milwaukee",36,35.92
"Milwaukee",39,35.17
"Milwaukee",42,34.68
"Milwaukee",45,34.2
"Milwaukee",48,35.2
"Milwaukee",51,36.52
"Milwaukee",54,37.92
"Milwaukee",57,39.16
"Milwaukee",60,40.51
"Milwaukee",63,41.12
"Milwaukee",66,41.63
"Milwaukee",69,42.06
"Milwaukee",72,42.78
"Milwaukee",75,43.87
"Milwaukee",78,43.75
"Milwaukee",81,43.31
"Milwaukee",84,42.47
"Milwaukee",87,43.63
"Milwaukee",90,45.04
"Milwaukee",93,45.9
"Milwaukee",96,45.55
"Milwaukee",99,47.44
"Milwaukee",102,49.11
"Milwaukee",105,49.12
"Milwaukee",108,49.17
"Milwaukee",111,48.9
"Milwaukee",114,45.67
"Milwaukee",117,41.7
"Albuquerque",0,42.35
"Albuquerque",3,58.68
"Albuquerque",6,63.21
"Albuquerque",9,61.25
"Albuquerque",12,48.7
"Albuquerque",15,42.66
"Albuquerque",18,39.58
"Albuquerque",21,37.74
"Albuquerque",24,38.61
"Albuquerque",27,50.38
"Albuquerque",30,54.36
"Albuquerque",33,54.3
"Albuquerque",36,44.44
"Albuquerque",39,39.65
"Albuquerque",42,36.39
"Albuquerque",45,34.59
"Albuquerque",48,38.37
"Albuquerque",51,47.14
"Albuquerque",54,50
"Albuquerque",57,49.65
"Albuquerque",60,43.03
"Albuquerque",63,40.63
"Albuquerque",66,37.8
"Albuquerque",69,36.12
"Albuquerque",72,35.72
"Albuquerque",75,43.42
"Albuquerque",78,47.84
"Albuquerque",81,46.33
"Albuquerque",84,38.06
"Albuquerque",87,35.58
"Albuquerque",90,34.82
"Albuquerque",93,34.47
"Albuquerque",96,33.22
"Albuquerque",99,38.58
"Albuquerque",102,41.51
"Albuquerque",105,41.29
"Albuquerque",108,34.5
"Albuquerque",111,29.69
"Albuquerque",114,27.13
"Albuquerque",117,25.59
"Tucson",0,48.15
"Tucson",3,76.41
"Tucson",6,81.59
"Tucson",9,79.81
"Tucson",12,59.34
"Tucson",15,50.43
"Tucson",18,46.42
"Tucson",21,44.15
"Tucson",24,50.47
"Tucson",27,73.18
"Tucson",30,76.12
"Tucson",33,73.65
"Tucson",36,59.34
"Tucson",39,53.33
"Tucson",42,48.94
"Tucson",45,48.54
"Tucson",48,51.35
"Tucson",51,70.74
"Tucson",54,73.2
"Tucson",57,69.4
"Tucson",60,62.92
"Tucson",63,55.48
"Tucson",66,50.36
"Tucson",69,40.89
"Tucson",72,43.41
"Tucson",75,57.55
"Tucson",78,61.16
"Tucson",81,44.08
"Tucson",84,42.42
"Tucson",87,42.15
"Tucson",90,41.35
"Tucson",93,40.55
"Tucson",96,40.33
"Tucson",99,46.86
"Tucson",102,49.61
"Tucson",105,48
"Tucson",108,38.68
"Tucson",111,32.52
"Tucson",114,29.42
"Tucson",117,27.57
"Fresno",0,52.02
"Fresno",3,60.73
"Fresno",6,69.66
"Fresno",9,70.38
"Fresno",12,62.58
"Fresno",15,60.66
"Fresno",18,58.26
"Fresno",21,56.35
"Fresno",24,55.27
"Fresno",27,62.49
"Fresno",30,62.35
"Fresno",33,61.07
"Fresno",36,59.07
"Fresno",39,57.69
"Fresno",42,55.13
"Fresno",45,51.21
"Fresno",48,46.51
"Fresno",51,58.41
"Fresno",54,58.75
"Fresno",57,57.57
"Fresno",60,51.67
"Fresno",63,49.63
"Fresno",66,49.64
"Fresno",69,47.59
"Fresno",72,44.36
"Fresno",75,52.1
"Fresno",78,49.19
"Fresno",81,48.08
"Fresno",84,48.09
"Fresno",87,47.01
"Fresno",90,45.13
"Fresno",93,42.84
"Fresno",96,40.96
"Fresno",99,51.18
"Fresno",102,58.52
"Fresno",105,60.33
"Fresno",108,50.7
"Fresno",111,42.42
"Fresno",114,40.58
"Fresno",117,41.61
"Sacramento",0,56.07
"Sacramento",3,64.94
"Sacramento",6,70.92
"Sacramento",9,59.04
"Sacramento",12,57.4
"Sacramento",15,56.64
"Sacramento",18,56.71
"Sacramento",21,57.06
"Sacramento",24,55.53
"Sacramento",27,62.33
"Sacramento",30,57.99
"Sacramento",33,57.76
"Sacramento",36,57.54
"Sacramento",39,55.42
"Sacramento",42,51.87
"Sacramento",45,49.42
"Sacramento",48,48.99
"Sacramento",51,53.38
"Sacramento",54,57.52
"Sacramento",57,57.66
"Sacramento",60,51.58
"Sacramento",63,48.77
"Sacramento",66,47.66
"Sacramento",69,45.88
"Sacramento",72,46.7
"Sacramento",75,47.2
"Sacramento",78,51.26
"Sacramento",81,55.6
"Sacramento",84,48.9
"Sacramento",87,43.81
"Sacramento",90,40.09
"Sacramento",93,36.36
"Sacramento",96,35.29
"Sacramento",99,50.82
"Sacramento",102,58.38
"Sacramento",105,59.2
"Sacramento",108,52.05
"Sacramento",111,47.82
"Sacramento",114,46.12
"Sacramento",117,46.38
"Long Beach",0,55.98
"Long Beach",3,60.3
"Long Beach",6,62.6
"Long Beach",9,62.85
"Long Beach",12,61.29
"Long Beach",15,59.52
"Long Beach",18,59.11
"Long Beach",21,59.31
"Long Beach",24,58.6
"Long Beach",27,59.68
"Long Beach",30,63.03
"Long Beach",33,62.67
"Long Beach",36,61.47
"Long Beach",39,60.89
"Long Beach",42,60.51
"Long Beach",45,59.43
"Long Beach",48,59.36
"Long Beach",51,60.35
"Long Beach",54,59.61
"Long Beach",57,59.91
"Long Beach",60,59.95
"Long Beach",63,59.98
"Long Beach",66,55.31
"Long Beach",69,54.34
"Long Beach",72,56.78
"Long Beach",75,59.03
"Long Beach",78,58.42
"Long Beach",81,57.58
"Long Beach",84,56.91
"Long Beach",87,57.36
"Long Beach",90,57.73
"Long Beach",93,57.96
"Long Beach",96,58.15
"Long Beach",99,60.54
"Long Beach",102,64.19
"Long Beach",105,64.06
"Long Beach",108,63.25
"Long Beach",111,60.65
"Long Beach",114,58.67
"Long Beach",117,56.64
"Kansas City",0,39.63
"Kansas City",3,55.98
"Kansas City",6,63.23
"Kansas City",9,61.77
"Kansas City",12,56.64
"Kansas City",15,49.3
"Kansas City",18,42.87
"Kansas City",21,33.35
"Kansas City",24,49.15
"Kansas City",27,58.93
"Kansas City",30,62.8
"Kansas City",33,57.78
"Kansas City",36,48.69
"Kansas City",39,46.17
"Kansas City",42,45.97
"Kansas City",45,49.32
"Kansas City",48,55.4
"Kansas City",51,64.22
"Kansas City",54,69.84
"Kansas City",57,67.33
"Kansas City",60,64.54
"Kansas City",63,63.31
"Kansas City",66,59.14
"Kansas City",69,63.93
"Kansas City",72,70.1
"Kansas City",75,76.22
"Kansas City",78,76.78
"Kansas City",81,70.76
"Kansas City",84,64.11
"Kansas City",87,60.87
"Kansas City",90,61.82
"Kansas City",93,62.78
"Kansas City",96,66.88
"Kansas City",99,71.29
"Kansas City",102,64.64
"Kansas City",105,65.14
"Kansas City",108,58.53
"Kansas City",111,53.4
"Kansas City",114,53.54
"Kansas City",117,50.52
"Mesa",0,49.08
"Mesa",3,74.43
"Mesa",6,80.96
"Mesa",9,79.09
"Mesa",12,60.15
"Mesa",15,53.94
"Mesa",18,49.71
"Mesa",21,48.24
"Mesa",24,52.12
"Mesa",27,71.92
"Mesa",30,73.56
"Mesa",33,72.57
"Mesa",36,59.61
"Mesa",39,52.25
"Mesa",42,50.61
"Mesa",45,51.42
"Mesa",48,53.15
"Mesa",51,70.25
"Mesa",54,69.66
"Mesa",57,66.25
"Mesa",60,56.62
"Mesa",63,50.66
"Mesa",66,43.2
"Mesa",69,43.14
"Mesa",72,45.26
"Mesa",75,53.68
"Mesa",78,57.47
"Mesa",81,47.23
"Mesa",84,45.12
"Mesa",87,43.18
"Mesa",90,42.97
"Mesa",93,41.76
"Mesa",96,42.76
"Mesa",99,49.06
"Mesa",102,51.54
"Mesa",105,51.55
"Mesa",108,41.83
"Mesa",111,36.17
"Mesa",114,33.7
"Mesa",117,32.52
"Atlanta",0,44.49
"Atlanta",3,52.41
"Atlanta",6,55.31
"Atlanta",9,48.22
"Atlanta",12,40.98
"Atlanta",15,34
"Atlanta",18,30.76
"Atlanta",21,29.39
"Atlanta",24,49.48
"Atlanta",27,58.75
"Atlanta",30,62.53
"Atlanta",33,56.88
"Atlanta",36,50.49
"Atlanta",39,46.31
"Atlanta",42,41.11
"Atlanta",45,35.91
"Atlanta",48,49.73
"Atlanta",51,61.25
"Atlanta",54,64.89
"Atlanta",57,54.91
"Atlanta",60,46.18
"Atlanta",63,42.74
"Atlanta",66,40.5
"Atlanta",69,38.64
"Atlanta",72,53.54
"Atlanta",75,64.25
"Atlanta",78,67.06
"Atlanta",81,60.68
"Atlanta",84,53.36
"Atlanta",87,49.08
"Atlanta",90,48.73
"Atlanta",93,48.29
"Atlanta",96,62.02
"Atlanta",99,74.44
"Atlanta",102,76.83
"Atlanta",105,71.35
"Atlanta",108,66.45
"Atlanta",111,64.29
"Atlanta",114,61.15
"Atlanta",117,58.98
"Virginia Beach",0,44.55
"Virginia Beach",3,44.1
"Virginia Beach",6,42.89
"Virginia Beach",9,42.33
"Virginia Beach",12,42.51
"Virginia Beach",15,42.55
"Virginia Beach",18,42.64
"Virginia Beach",21,42.44
"Virginia Beach",24,42.28
"Virginia Beach",27,42.13
"Virginia Beach",30,42.46
"Virginia Beach",33,43.14
"Virginia Beach",36,43.11
"Virginia Beach",39,43.25
"Virginia Beach",42,45.3
"Virginia Beach",45,46.47
"Virginia Beach",48,45.09
"Virginia Beach",51,44.96
"Virginia Beach",54,44.94
"Virginia Beach",57,44.97
"Virginia Beach",60,45.1
"Virginia Beach",63,45.13
"Virginia Beach",66,45.23
"Virginia Beach",69,45.61
"Virginia Beach",72,46.29
"Virginia Beach",75,47.02
"Virginia Beach",78,48.47
"Virginia Beach",81,50.29
"Virginia Beach",84,49.67
"Virginia Beach",87,49.35
"Virginia Beach",90,48.82
"Virginia Beach",93,48.6
"Virginia Beach",96,50.23
"Virginia Beach",99,54.64
"Virginia Beach",102,56.58
"Virginia Beach",105,56.64
"Virginia Beach",108,53.53
"Virginia Beach",111,53
"Virginia Beach",114,52.28
"Virginia Beach",117,51.69
"Omaha",0,40.51
"Omaha",3,48.88
"Omaha",6,55.45
"Omaha",9,54.57
"Omaha",12,43.77
"Omaha",15,38.32
"Omaha",18,34.84
"Omaha",21,30.99
"Omaha",24,40.46
"Omaha",27,50.11
"Omaha",30,55.53
"Omaha",33,52.92
"Omaha",36,48.24
"Omaha",39,46.33
"Omaha",42,45.32
"Omaha",45,43.54
"Omaha",48,47.5
"Omaha",51,59.77
"Omaha",54,68.22
"Omaha",57,66.57
"Omaha",60,61.93
"Omaha",63,59.71
"Omaha",66,60.98
"Omaha",69,60.33
"Omaha",72,64.61
"Omaha",75,69.65
"Omaha",78,74.53
"Omaha",81,66.22
"Omaha",84,65.24
"Omaha",87,64.24
"Omaha",90,64.03
"Omaha",93,61.47
"Omaha",96,58.42
"Omaha",99,62.79
"Omaha",102,60.18
"Omaha",105,56.05
"Omaha",108,51.82
"Omaha",111,49.04
"Omaha",114,46.12
"Omaha",117,43.5
"Colorado Springs",0,46.35
"Colorado Springs",3,65.97
"Colorado Springs",6,64.72
"Colorado Springs",9,59.5
"Colorado Springs",12,48.78
"Colorado Springs",15,40.86
"Colorado Springs",18,33.51
"Colorado Springs",21,31.78
"Colorado Springs",24,37.26
"Colorado Springs",27,55.31
"Colorado Springs",30,59.34
"Colorado Springs",33,58.55
"Colorado Springs",36,47.1
"Colorado Springs",39,41.04
"Colorado Springs",42,36.77
"Colorado Springs",45,34.18
"Colorado Springs",48,39.33
"Colorado Springs",51,56.89
"Colorado Springs",54,58.98
"Colorado Springs",57,52.48
"Colorado Springs",60,46.27
"Colorado Springs",63,36.31
"Colorado Springs",66,31.5
"Colorado Springs",69,30.49
"Colorado Springs",72,35.94
"Colorado Springs",75,49.13
"Colorado Springs",78,50.23
"Colorado Springs",81,46.28
"Colorado Springs",84,39.09
"Colorado Springs",87,32.43
"Colorado Springs",90,24.34
"Colorado Springs",93,20.52
"Colorado Springs",96,28.81
"Colorado Springs",99,37.95
"Colorado Springs",102,38.99
"Colorado Springs",105,37.47
"Colorado Springs",108,33.15
"Colorado Springs",111,26.76
"Colorado Springs",114,22
"Colorado Springs",117,17.67
"Raleigh",0,42.24
"Raleigh",3,48.69
"Raleigh",6,51.12
"Raleigh",9,44.49
"Raleigh",12,36.57
"Raleigh",15,34.68
"Raleigh",18,32.79
"Raleigh",21,29.3
"Raleigh",24,46.51
"Raleigh",27,54.43
"Raleigh",30,56.73
"Raleigh",33,52.77
"Raleigh",36,46.65
"Raleigh",39,41.76
"Raleigh",42,39.81
"Raleigh",45,39.69
"Raleigh",48,49.37
"Raleigh",51,55.67
"Raleigh",54,57.09
"Raleigh",57,47.94
"Raleigh",60,40.51
"Raleigh",63,35.72
"Raleigh",66,33.89
"Raleigh",69,32.25
"Raleigh",72,51.47
"Raleigh",75,60.83
"Raleigh",78,63.1
"Raleigh",81,53.26
"Raleigh",84,45.93
"Raleigh",87,46.29
"Raleigh",90,45.8
"Raleigh",93,44.87
"Raleigh",96,62.56
"Raleigh",99,71.38
"Raleigh",102,72.96
"Raleigh",105,64.96
"Raleigh",108,61.27
"Raleigh",111,58.22
"Raleigh",114,55.48
"Raleigh",117,54.39
"Miami",0,94.19
"Miami",3,95.5
"Miami",6,94.55
"Miami",9,90.14
"Miami",12,82.83
"Miami",15,77.09
"Miami",18,73.24
"Miami",21,73.33
"Miami",24,88.21
"Miami",27,87.37
"Miami",30,85.3
"Miami",33,80.82
"Miami",36,78.06
"Miami",39,75.33
"Miami",42,71.15
"Miami",45,70.25
"Miami",48,79.9
"Miami",51,82.17
"Miami",54,80.08
"Miami",57,72.78
"Miami",60,67.6
"Miami",63,64.84
"Miami",66,63.64
"Miami",69,63.43
"Miami",72,76.13
"Miami",75,78.2
"Miami",78,77.05
"Miami",81,71.71
"Miami",84,69.74
"Miami",87,68.43
"Miami",90,67.27
"Miami",93,67.59
"Miami",96,78.94
"Miami",99,80.43
"Miami",102,79.53
"Miami",105,74.1
"Miami",108,72.43
"Miami",111,71.76
"Miami",114,71.45
"Miami",117,72.3
"Oakland",0,56.25
"Oakland",3,57.78
"Oakland",6,59.58
"Oakland",9,57.94
"Oakland",12,57.09
"Oakland",15,57.09
"Oakland",18,57.18
"Oakland",21,56.7
"Oakland",24,57.4
"Oakland",27,57.94
"Oakland",30,58.44
"Oakland",33,58.14
"Oakland",36,57.51
"Oakland",39,54.45
"Oakland",42,54.16
"Oakland",45,53.82
"Oakland",48,53.55
"Oakland",51,53.64
"Oakland",54,55.44
"Oakland",57,55
"Oakland",60,51.31
"Oakland",63,50.57
"Oakland",66,47.66
"Oakland",69,47.37
"Oakland",72,47.64
"Oakland",75,49.18
"Oakland",78,53.42
"Oakland",81,54.34
"Oakland",84,51.47
"Oakland",87,49.53
"Oakland",90,48.14
"Oakland",93,47.16
"Oakland",96,46.18
"Oakland",99,51.81
"Oakland",102,55.86
"Oakland",105,55.24
"Oakland",108,52.72
"Oakland",111,50.75
"Oakland",114,49.85
"Oakland",117,49.35
"Minneapolis",0,23.58
"Minneapolis",3,30.15
"Minneapolis",6,34.7
"Minneapolis",9,36.12
"Minneapolis",12,37.71
"Minneapolis",15,30.85
"Minneapolis",18,27.57
"Minneapolis",21,24.93
"Minneapolis",24,26.71
"Minneapolis",27,35.02
"Minneapolis",30,39.54
"Minneapolis",33,34.77
"Minneapolis",36,28.56
"Minneapolis",39,27.59
"Minneapolis",42,28.65
"Minneapolis",45,31.62
"Minneapolis",48,40.23
"Minneapolis",51,49.23
"Minneapolis",54,53.04
"Minneapolis",57,49.74
"Minneapolis",60,45.55
"Minneapolis",63,45.26
"Minneapolis",66,44.46
"Minneapolis",69,43.14
"Minneapolis",72,51.02
"Minneapolis",75,62.23
"Minneapolis",78,59.86
"Minneapolis",81,55.06
"Minneapolis",84,55.92
"Minneapolis",87,56.37
"Minneapolis",90,55.3
"Minneapolis",93,54.81
"Minneapolis",96,56.98
"Minneapolis",99,53.7
"Minneapolis",102,49.25
"Minneapolis",105,45.52
"Minneapolis",108,38.05
"Minneapolis",111,32.79
"Minneapolis",114,26.9
"Minneapolis",117,22.71
"Tulsa",0,66.61
"Tulsa",3,81.84
"Tulsa",6,85.66
"Tulsa",9,80.64
"Tulsa",12,68.4
"Tulsa",15,61.54
"Tulsa",18,56.5
"Tulsa",21,52.81
"Tulsa",24,61.54
"Tulsa",27,75.88
"Tulsa",30,80.29
"Tulsa",33,76.1
"Tulsa",36,65.7
"Tulsa",39,61.5
"Tulsa",42,61.11
"Tulsa",45,60.08
"Tulsa",48,64.2
"Tulsa",51,71.44
"Tulsa",54,73.45
"Tulsa",57,71.52
"Tulsa",60,68.59
"Tulsa",63,68.35
"Tulsa",66,69.21
"Tulsa",69,66.9
"Tulsa",72,68.57
"Tulsa",75,70.69
"Tulsa",78,66.29
"Tulsa",81,66.4
"Tulsa",84,60.47
"Tulsa",87,62.04
"Tulsa",90,62.68
"Tulsa",93,62.69
"Tulsa",96,62.02
"Tulsa",99,60.63
"Tulsa",102,62.3
"Tulsa",105,62.49
"Tulsa",108,55.92
"Tulsa",111,54.35
"Tulsa",114,47.33
"Tulsa",117,48.72
"Cleveland",0,31.68
"Cleveland",3,33.69
"Cleveland",6,32.81
"Cleveland",9,24.37
"Cleveland",12,16.05
"Cleveland",15,14.43
"Cleveland",18,18.75
"Cleveland",21,23.31
"Cleveland",24,30.76
"Cleveland",27,36.82
"Cleveland",30,36.16
"Cleveland",33,34.05
"Cleveland",36,32.22
"Cleveland",39,27.36
"Cleveland",42,21.76
"Cleveland",45,15.39
"Cleveland",48,30.6
"Cleveland",51,36.68
"Cleveland",54,39.72
"Cleveland",57,33.45
"Cleveland",60,32.23
"Cleveland",63,35.77
"Cleveland",66,35.92
"Cleveland",69,37.38
"Cleveland",72,43.82
"Cleveland",75,50.93
"Cleveland",78,52.48
"Cleveland",81,47.36
"Cleveland",84,45.71
"Cleveland",87,45.21
"Cleveland",90,43.78
"Cleveland",93,42.84
"Cleveland",96,48.52
"Cleveland",99,59.14
"Cleveland",102,61.04
"Cleveland",105,57.31
"Cleveland",108,56.05
"Cleveland",111,55.97
"Cleveland",114,55.21
"Cleveland",117,54.3
"Wichita",0,44.28
"Wichita",3,63.36
"Wichita",6,68.99
"Wichita",9,67.53
"Wichita",12,56.61
"Wichita",15,50.88
"Wichita",18,42.87
"Wichita",21,33.03
"Wichita",24,50.29
"Wichita",27,64.15
"Wichita",30,67.71
"Wichita",33,63.18
"Wichita",36,55.2
"Wichita",39,54.23
"Wichita",42,56.64
"Wichita",45,57.27
"Wichita",48,62.55
"Wichita",51,70.25
"Wichita",54,74.28
"Wichita",57,73.36
"Wichita",60,69.85
"Wichita",63,67.76
"Wichita",66,69.67
"Wichita",69,67.89
"Wichita",72,72.39
"Wichita",75,78.38
"Wichita",78,76.78
"Wichita",81,66.85
"Wichita",84,64.56
"Wichita",87,65.64
"Wichita",90,65.15
"Wichita",93,57.87
"Wichita",96,62.47
"Wichita",99,67.33
"Wichita",102,69.63
"Wichita",105,68.02
"Wichita",108,62.58
"Wichita",111,54.66
"Wichita",114,46.66
"Wichita",117,45.39
"New Orleans",0,53.31
"New Orleans",3,58.82
"New Orleans",6,61.83
"New Orleans",9,60.51
"New Orleans",12,56.43
"New Orleans",15,54.19
"New Orleans",18,52.51
"New Orleans",21,51.59
"New Orleans",24,60.94
"New Orleans",27,64.48
